level,verb,tense,1s,2s,3s,1p,2p,3p
C2,Beseech,Future Perfect Continuous,I will have been beseeching,you will have been beseeching,he/she/it will have been beseeching,we will have been beseeching,you will have been beseeching,they will have been beseeching
C2,Beseech,First Conditional,If I beseech,you will beseech,he/she/it will beseech,we will beseech,you will beseech,they will beseech
C2,Beseech,Second Conditional,If I beseeched,you would beseech,he/she/it would beseech,we would beseech,you would beseech,they would beseech
C2,Beseech,Third Conditional,If I had beseeched,you would have beseeched,he/she/it would have beseeched,we would have beseeched,you would have beseeched,they would have beseeched
C2,Beseech,Mixed Conditional,If I had beseeched,you would beseech,he/she/it would beseech,we would beseech,you would beseech,they would beseech
C2,Bewilder,Present Simple,I bewilder,you bewilder,he/she/it bewilders,we bewilder,you bewilder,they bewilder
C2,Bewilder,Present Continuous,I am bewildering,you are bewildering,he/she/it is bewildering,we are bewildering,you are bewildering,they are bewildering
C2,Bewilder,Present Perfect,I have bewildered,you have bewildered,he/she/it has bewildered,we have bewildered,you have bewildered,they have bewildered
C2,Bewilder,Present Perfect Continuous,I have been bewildering,you have been bewildering,he/she/it has been bewildering,we have been bewildering,you have been bewildering,they have been bewildering
C2,Bewilder,Past Simple,I bewildered,you bewildered,he/she/it bewildered,we bewildered,you bewildered,they bewildered
C2,Bewilder,Past Continuous,I was bewildering,you were bewildering,he/she/it was bewildering,we were bewildering,you were bewildering,they were bewildering
C2,Bewilder,Past Perfect Simple,I had bewildered,you had bewildered,he/she/it had bewildered,we had bewildered,you had bewildered,they had bewildered
C2,Bewilder,Past Perfect Continuous,I had been bewildering,you had been bewildering,he/she/it had been bewildering,we had been bewildering,you had been bewildering,they had been bewildering
C2,Bewilder,Future Simple,I will bewilder,you will bewilder,he/she/it will bewilder,we will bewilder,you will bewilder,they will bewilder
C2,Bewilder,Future Continuous,I will be bewildering,you will be bewildering,he/she/it will be bewildering,we will be bewildering,you will be bewildering,they will be bewildering
C2,Bewilder,Future Perfect Simple,I will have bewildered,you will have bewildered,he/she/it will have bewildered,we will have bewildered,you will have bewildered,they will have bewildered
C2,Bewilder,Future Perfect Continuous,I will have been bewildering,you will have been bewildering,he/she/it will have been bewildering,we will have been bewildering,you will have been bewildering,they will have been bewildering
C2,Bewilder,First Conditional,If I bewilder,you will bewilder,he/she/it will bewilder,we will bewilder,you will bewilder,they will bewilder
C2,Bewilder,Second Conditional,If I bewildered,you would bewilder,he/she/it would bewilder,we would bewilder,you would bewilder,they would bewilder
C2,Bewilder,Third Conditional,If I had bewildered,you would have bewildered,he/she/it would have bewildered,we would have bewildered,you would have bewildered,they would have bewildered
C2,Bewilder,Mixed Conditional,If I had bewildered,you would bewilder,he/she/it would bewilder,we would bewilder,you would bewilder,they would bewilder
C2,Capitulate,Present Simple,I capitulate,you capitulate,he/she/it capitulates,we capitulate,you capitulate,they capitulate
C2,Capitulate,Present Continuous,I am capitulating,you are capitulating,he/she/it is capitulating,we are capitulating,you are capitulating,they are capitulating
C2,Capitulate,Present Perfect,I have capitulated,you have capitulated,he/she/it has capitulated,we have capitulated,you have capitulated,they have capitulated
C2,Capitulate,Present Perfect Continuous,I have been capitulating,you have been capitulating,he/she/it has been capitulating,we have been capitulating,you have been capitulating,they have been capitulating
C2,Capitulate,Past Simple,I capitulated,you capitulated,he/she/it capitulated,we capitulated,you capitulated,they capitulated
C2,Capitulate,Past Continuous,I was capitulating,you were capitulating,he/she/it was capitulating,we were capitulating,you were capitulating,they were capitulating
C2,Capitulate,Past Perfect Simple,I had capitulated,you had capitulated,he/she/it had capitulated,we had capitulated,you had capitulated,they had capitulated
C2,Capitulate,Past Perfect Continuous,I had been capitulating,you had been capitulating,he/she/it had been capitulating,we had been capitulating,you had been capitulating,they had been capitulating
C2,Capitulate,Future Simple,I will capitulate,you will capitulate,he/she/it will capitulate,we will capitulate,you will capitulate,they will capitulate
C2,Capitulate,Future Continuous,I will be capitulating,you will be capitulating,he/she/it will be capitulating,we will be capitulating,you will be capitulating,they will be capitulating
C2,Capitulate,Future Perfect Simple,I will have capitulated,you will have capitulated,he/she/it will have capitulated,we will have capitulated,you will have capitulated,they will have capitulated
C2,Capitulate,Future Perfect Continuous,I will have been capitulating,you will have been capitulating,he/she/it will have been capitulating,we will have been capitulating,you will have been capitulating,they will have been capitulating
C2,Capitulate,First Conditional,If I capitulate,you will capitulate,he/she/it will capitulate,we will capitulate,you will capitulate,they will capitulate
C2,Capitulate,Second Conditional,If I capitulated,you would capitulate,he/she/it would capitulate,we would capitulate,you would capitulate,they would capitulate
C2,Capitulate,Third Conditional,If I had capitulated,you would have capitulated,he/she/it would have capitulated,we would have capitulated,you would have capitulated,they would have capitulated
C2,Capitulate,Mixed Conditional,If I had capitulated,you would capitulate,he/she/it would capitulate,we would capitulate,you would capitulate,they would capitulate
C2,Chastise,Present Simple,I chastise,you chastise,he/she/it chastises,we chastise,you chastise,they chastise
C2,Chastise,Present Continuous,I am chastising,you are chastising,he/she/it is chastising,we are chastising,you are chastising,they are chastising
C2,Chastise,Present Perfect,I have chastised,you have chastised,he/she/it has chastised,we have chastised,you have chastised,they have chastised
C2,Chastise,Present Perfect Continuous,I have been chastising,you have been chastising,he/she/it has been chastising,we have been chastising,you have been chastising,they have been chastising
C2,Chastise,Past Simple,I chastised,you chastised,he/she/it chastised,we chastised,you chastised,they chastised
C2,Chastise,Past Continuous,I was chastising,you were chastising,he/she/it was chastising,we were chastising,you were chastising,they were chastising
C2,Chastise,Past Perfect Simple,I had chastised,you had chastised,he/she/it had chastised,we had chastised,you had chastised,they had chastised
C2,Chastise,Past Perfect Continuous,I had been chastising,you had been chastising,he/she/it had been chastising,we had been chastising,you had been chastising,they had been chastising
C2,Chastise,Future Simple,I will chastise,you will chastise,he/she/it will chastise,we will chastise,you will chastise,they will chastise
C2,Chastise,Future Continuous,I will be chastising,you will be chastising,he/she/it will be chastising,we will be chastising,you will be chastising,they will be chastising
C2,Chastise,Future Perfect Simple,I will have chastised,you will have chastised,he/she/it will have chastised,we will have chastised,you will have chastised,they will have chastised
C2,Chastise,Future Perfect Continuous,I will have been chastising,you will have been chastising,he/she/it will have been chastising,we will have been chastising,you will have been chastising,they will have been chastising
C2,Chastise,First Conditional,If I chastise,you will chastise,he/she/it will chastise,we will chastise,you will chastise,they will chastise
C2,Chastise,Second Conditional,If I chastised,you would chastise,he/she/it would chastise,we would chastise,you would chastise,they would chastise
C2,Chastise,Third Conditional,If I had chastised,you would have chastised,he/she/it would have chastised,we would have chastised,you would have chastised,they would have chastised
C2,Chastise,Mixed Conditional,If I had chastised,you would chastise,he/she/it would chastise,we would chastise,you would chastise,they would chastise
C2,Coerce,Present Simple,I coerce,you coerce,he/she/it coerces,we coerce,you coerce,they coerce
C2,Coerce,Present Continuous,I am coercing,you are coercing,he/she/it is coercing,we are coercing,you are coercing,they are coercing
C2,Coerce,Present Perfect,I have coerced,you have coerced,he/she/it has coerced,we have coerced,you have coerced,they have coerced
C2,Coerce,Present Perfect Continuous,I have been coercing,you have been coercing,he/she/it has been coercing,we have been coercing,you have been coercing,they have been coercing
C2,Coerce,Past Simple,I coerced,you coerced,he/she/it coerced,we coerced,you coerced,they coerced
C2,Coerce,Past Continuous,I was coercing,you were coercing,he/she/it was coercing,we were coercing,you were coercing,they were coercing
C2,Coerce,Past Perfect Simple,I had coerced,you had coerced,he/she/it had coerced,we had coerced,you had coerced,they had coerced
C2,Coerce,Past Perfect Continuous,I had been coercing,you had been coercing,he/she/it had been coercing,we had been coercing,you had been coercing,they had been coercing
C2,Coerce,Future Simple,I will coerce,you will coerce,he/she/it will coerce,we will coerce,you will coerce,they will coerce
C2,Coerce,Future Continuous,I will be coercing,you will be coercing,he/she/it will be coercing,we will be coercing,you will be coercing,they will be coercing
C2,Coerce,Future Perfect Simple,I will have coerced,you will have coerced,he/she/it will have coerced,we will have coerced,you will have coerced,they will have coerced
C2,Coerce,Future Perfect Continuous,I will have been coercing,you will have been coercing,he/she/it will have been coercing,we will have been coercing,you will have been coercing,they will have been coercing
C2,Coerce,First Conditional,If I coerce,you will coerce,he/she/it will coerce,we will coerce,you will coerce,they will coerce
C2,Coerce,Second Conditional,If I coerced,you would coerce,he/she/it would coerce,we would coerce,you would coerce,they would coerce
C2,Coerce,Third Conditional,If I had coerced,you would have coerced,he/she/it would have coerced,we would have coerced,you would have coerced,they would have coerced
C2,Coerce,Mixed Conditional,If I had coerced,you would coerce,he/she/it would coerce,we would coerce,you would coerce,they would coerce
C2,Commence,Present Simple,I commence,you commence,he/she/it commences,we commence,you commence,they commence
C2,Commence,Present Continuous,I am commencing,you are commencing,he/she/it is commencing,we are commencing,you are commencing,they are commencing
C2,Commence,Present Perfect,I have commenced,you have commenced,he/she/it has commenced,we have commenced,you have commenced,they have commenced
C2,Commence,Present Perfect Continuous,I have been commencing,you have been commencing,he/she/it has been commencing,we have been commencing,you have been commencing,they have been commencing
C2,Commence,Past Simple,I commenced,you commenced,he/she/it commenced,we commenced,you commenced,they commenced
C2,Commence,Past Continuous,I was commencing,you were commencing,he/she/it was commencing,we were commencing,you were commencing,they were commencing
C2,Commence,Past Perfect Simple,I had commenced,you had commenced,he/she/it had commenced,we had commenced,you had commenced,they had commenced
C2,Commence,Past Perfect Continuous,I had been commencing,you had been commencing,he/she/it had been commencing,we had been commencing,you had been commencing,they had been commencing
C2,Commence,Future Simple,I will commence,you will commence,he/she/it will commence,we will commence,you will commence,they will commence
C2,Commence,Future Continuous,I will be commencing,you will be commencing,he/she/it will be commencing,we will be commencing,you will be commencing,they will be commencing
C2,Commence,Future Perfect Simple,I will have commenced,you will have commenced,he/she/it will have commenced,we will have commenced,you will have commenced,they will have commenced
C2,Commence,Future Perfect Continuous,I will have been commencing,you will have been commencing,he/she/it will have been commencing,we will have been commencing,you will have been commencing,they will have been commencing
C2,Commence,First Conditional,If I commence,you will commence,he/she/it will commence,we will commence,you will commence,they will commence
C2,Commence,Second Conditional,If I commenced,you would commence,he/she/it would commence,we would commence,you would commence,they would commence
C2,Commence,Third Conditional,If I had commenced,you would have commenced,he/she/it would have commenced,we would have commenced,you would have commenced,they would have commenced
C2,Commence,Mixed Conditional,If I had commenced,you would commence,he/she/it would commence,we would commence,you would commence,they would commence
C2,Conflate,Present Simple,I conflate,you conflate,he/she/it conflates,we conflate,you conflate,they conflate
C2,Conflate,Present Continuous,I am conflating,you are conflating,he/she/it is conflating,we are conflating,you are conflating,they are conflating
C2,Conflate,Present Perfect,I have conflated,you have conflated,he/she/it has conflated,we have conflated,you have conflated,they have conflated
C2,Conflate,Present Perfect Continuous,I have been conflating,you have been conflating,he/she/it has been conflating,we have been conflating,you have been conflating,they have been conflating
C2,Conflate,Past Simple,I conflated,you conflated,he/she/it conflated,we conflated,you conflated,they conflated
C2,Conflate,Past Continuous,I was conflating,you were conflating,he/she/it was conflating,we were conflating,you were conflating,they were conflating
C2,Conflate,Past Perfect Simple,I had conflated,you had conflated,he/she/it had conflated,we had conflated,you had conflated,they had conflated
C2,Conflate,Past Perfect Continuous,I had been conflating,you had been conflating,he/she/it had been conflating,we had been conflating,you had been conflating,they had been conflating
C2,Conflate,Future Simple,I will conflate,you will conflate,he/she/it will conflate,we will conflate,you will conflate,they will conflate
C2,Conflate,Future Continuous,I will be conflating,you will be conflating,he/she/it will be conflating,we will be conflating,you will be conflating,they will be conflating
C2,Conflate,Future Perfect Simple,I will have conflated,you will have conflated,he/she/it will have conflated,we will have conflated,you will have conflated,they will have conflated
C2,Conflate,Future Perfect Continuous,I will have been conflating,you will have been conflating,he/she/it will have been conflating,we will have been conflating,you will have been conflating,they will have been conflating
C2,Conflate,First Conditional,If I conflate,you will conflate,he/she/it will conflate,we will conflate,you will conflate,they will conflate
C2,Conflate,Second Conditional,If I conflated,you would conflate,he/she/it would conflate,we would conflate,you would conflate,they would conflate
C2,Conflate,Third Conditional,If I had conflated,you would have conflated,he/she/it would have conflated,we would have conflated,you would have conflated,they would have conflated
C2,Conflate,Mixed Conditional,If I had conflated,you would conflate,he/she/it would conflate,we would conflate,you would conflate,they would conflate
C2,Contravene,Present Simple,I contravene,you contravene,he/she/it contravenes,we contravene,you contravene,they contravene
C2,Contravene,Present Continuous,I am contravening,you are contravening,he/she/it is contravening,we are contravening,you are contravening,they are contravening
C2,Contravene,Present Perfect,I have contravened,you have contravened,he/she/it has contravened,we have contravened,you have contravened,they have contravened
C2,Contravene,Present Perfect Continuous,I have been contravening,you have been contravening,he/she/it has been contravening,we have been contravening,you have been contravening,they have been contravening
C2,Contravene,Past Simple,I contravened,you contravened,he/she/it contravened,we contravened,you contravened,they contravened
C2,Contravene,Past Continuous,I was contravening,you were contravening,he/she/it was contravening,we were contravening,you were contravening,they were contravening
C2,Contravene,Past Perfect Simple,I had contravened,you had contravened,he/she/it had contravened,we had contravened,you had contravened,they had contravened
C2,Contravene,Past Perfect Continuous,I had been contravening,you had been contravening,he/she/it had been contravening,we had been contravening,you had been contravening,they had been contravening
C2,Contravene,Future Simple,I will contravene,you will contravene,he/she/it will contravene,we will contravene,you will contravene,they will contravene
C2,Contravene,Future Continuous,I will be contravening,you will be contravening,he/she/it will be contravening,we will be contravening,you will be contravening,they will be contravening
C2,Contravene,Future Perfect Simple,I will have contravened,you will have contravened,he/she/it will have contravened,we will have contravened,you will have contravened,they will have contravened
C2,Contravene,Future Perfect Continuous,I will have been contravening,you will have been contravening,he/she/it will have been contravening,we will have been contravening,you will have been contravening,they will have been contravening
C2,Contravene,First Conditional,If I contravene,you will contravene,he/she/it will contravene,we will contravene,you will contravene,they will contravene
C2,Contravene,Second Conditional,If I contravened,you would contravene,he/she/it would contravene,we would contravene,you would contravene,they would contravene
C2,Contravene,Third Conditional,If I had contravened,you would have contravened,he/she/it would have contravened,we would have contravened,you would have contravened,they would have contravened
C2,Contravene,Mixed Conditional,If I had contravened,you would contravene,he/she/it would contravene,we would contravene,you would contravene,they would contravene
C2,Disseminate,Present Simple,I disseminate,you disseminate,he/she/it disseminates,we disseminate,you disseminate,they disseminate
C2,Disseminate,Present Continuous,I am disseminating,you are disseminating,he/she/it is disseminating,we are disseminating,you are disseminating,they are disseminating
C2,Disseminate,Present Perfect,I have disseminated,you have disseminated,he/she/it has disseminated,we have disseminated,you have disseminated,they have disseminated
C2,Disseminate,Present Perfect Continuous,I have been disseminating,you have been disseminating,he/she/it has been disseminating,we have been disseminating,you have been disseminating,they have been disseminating
C2,Disseminate,Past Simple,I disseminated,you disseminated,he/she/it disseminated,we disseminated,you disseminated,they disseminated
C2,Disseminate,Past Continuous,I was disseminating,you were disseminating,he/she/it was disseminating,we were disseminating,you were disseminating,they were disseminating
C2,Disseminate,Past Perfect Simple,I had disseminated,you had disseminated,he/she/it had disseminated,we had disseminated,you had disseminated,they had disseminated
C2,Disseminate,Past Perfect Continuous,I had been disseminating,you had been disseminating,he/she/it had been disseminating,we had been disseminating,you had been disseminating,they had been disseminating
C2,Disseminate,Future Simple,I will disseminate,you will disseminate,he/she/it will disseminate,we will disseminate,you will disseminate,they will disseminate
C2,Disseminate,Future Continuous,I will be disseminating,you will be disseminating,he/she/it will be disseminating,we will be disseminating,you will be disseminating,they will be disseminating
C2,Disseminate,Future Perfect Simple,I will have disseminated,you will have disseminated,he/she/it will have disseminated,we will have disseminated,you will have disseminated,they will have disseminated
C2,Disseminate,Future Perfect Continuous,I will have been disseminating,you will have been disseminating,he/she/it will have been disseminating,we will have been disseminating,you will have been disseminating,they will have been disseminating
C2,Disseminate,First Conditional,If I disseminate,you will disseminate,he/she/it will disseminate,we will disseminate,you will disseminate,they will disseminate
C2,Disseminate,Second Conditional,If I disseminated,you would disseminate,he/she/it would disseminate,we would disseminate,you would disseminate,they would disseminate
C2,Disseminate,Third Conditional,If I had disseminated,you would have disseminated,he/she/it would have disseminated,we would have disseminated,you would have disseminated,they would have disseminated
C2,Disseminate,Mixed Conditional,If I had disseminated,you would disseminate,he/she/it would disseminate,we would disseminate,you would disseminate,they would disseminate
C2,Engender,Present Simple,I engender,you engender,he/she/it engenders,we engender,you engender,they engender
C2,Engender,Present Continuous,I am engendering,you are engendering,he/she/it is engendering,we are engendering,you are engendering,they are engendering
C2,Engender,Present Perfect,I have engendered,you have engendered,he/she/it has engendered,we have engendered,you have engendered,they have engendered
C2,Engender,Present Perfect Continuous,I have been engendering,you have been engendering,he/she/it has been engendering,we have been engendering,you have been engendering,they have been engendering
C2,Engender,Past Simple,I engendered,you engendered,he/she/it engendered,we engendered,you engendered,they engendered
C2,Engender,Past Continuous,I was engendering,you were engendering,he/she/it was engendering,we were engendering,you were engendering,they were engendering
C2,Engender,Past Perfect Simple,I had engendered,you had engendered,he/she/it had engendered,we had engendered,you had engendered,they had engendered
C2,Engender,Past Perfect Continuous,I had been engendering,you had been engendering,he/she/it had been engendering,we had been engendering,you had been engendering,they had been engendering
C2,Engender,Future Simple,I will engender,you will engender,he/she/it will engender,we will engender,you will engender,they will engender
C2,Engender,Future Continuous,I will be engendering,you will be engendering,he/she/it will be engendering,we will be engendering,you will be engendering,they will be engendering
C2,Engender,Future Perfect Simple,I will have engendered,you will have engendered,he/she/it will have engendered,we will have engendered,you will have engendered,they will have engendered
C2,Engender,Future Perfect Continuous,I will have been engendering,you will have been engendering,he/she/it will have been engendering,we will have been engendering,you will have been engendering,they will have been engendering
C2,Engender,First Conditional,If I engender,you will engender,he/she/it will engender,we will engender,you will engender,they will engender
C2,Engender,Second Conditional,If I engendered,you would engender,he/she/it would engender,we would engender,you would engender,they would engender
C2,Engender,Third Conditional,If I had engendered,you would have engendered,he/she/it would have engendered,we would have engendered,you would have engendered,they would have engendered
C2,Engender,Mixed Conditional,If I had engendered,you would engender,he/she/it would engender,we would engender,you would engender,they would engender
C2,Espouse,Present Simple,I espouse,you espouse,he/she/it espouses,we espouse,you espouse,they espouse
C2,Espouse,Present Continuous,I am espousing,you are espousing,he/she/it is espousing,we are espousing,you are espousing,they are espousing
C2,Espouse,Present Perfect,I have espoused,you have espoused,he/she/it has espoused,we have espoused,you have espoused,they have espoused
C2,Espouse,Present Perfect Continuous,I have been espousing,you have been espousing,he/she/it has been espousing,we have been espousing,you have been espousing,they have been espousing
C2,Espouse,Past Simple,I espoused,you espoused,he/she/it espoused,we espoused,you espoused,they espoused
C2,Espouse,Past Continuous,I was espousing,you were espousing,he/she/it was espousing,we were espousing,you were espousing,they were espousing
C2,Espouse,Past Perfect Simple,I had espoused,you had espoused,he/she/it had espoused,we had espoused,you had espoused,they had espoused
C2,Espouse,Past Perfect Continuous,I had been espousing,you had been espousing,he/she/it had been espousing,we had been espousing,you had been espousing,they had been espousing
C2,Espouse,Future Simple,I will espouse,you will espouse,he/she/it will espouse,we will espouse,you will espouse,they will espouse
C2,Espouse,Future Continuous,I will be espousing,you will be espousing,he/she/it will be espousing,we will be espousing,you will be espousing,they will be espousing
C2,Espouse,Future Perfect Simple,I will have espoused,you will have espoused,he/she/it will have espoused,we will have espoused,you will have espoused,they will have espoused
C2,Espouse,Future Perfect Continuous,I will have been espousing,you will have been espousing,he/she/it will have been espousing,we will have been espousing,you will have been espousing,they will have been espousing
C2,Espouse,First Conditional,If I espouse,you will espouse,he/she/it will espouse,we will espouse,you will espouse,they will espouse
C2,Espouse,Second Conditional,If I espoused,you would espouse,he/she/it would espouse,we would espouse,you would espouse,they would espouse
C2,Espouse,Third Conditional,If I had espoused,you would have espoused,he/she/it would have espoused,we would have espoused,you would have espoused,they would have espoused
C2,Espouse,Mixed Conditional,If I had espoused,you would espouse,he/she/it would espouse,we would espouse,you would espouse,they would espouse
C2,Excoriate,Present Simple,I excoriate,you excoriate,he/she/it excoriates,we excoriate,you excoriate,they excoriate
C2,Excoriate,Present Continuous,I am excoriating,you are excoriating,he/she/it is excoriating,we are excoriating,you are excoriating,they are excoriating
C2,Excoriate,Present Perfect,I have excoriated,you have excoriated,he/she/it has excoriated,we have excoriated,you have excoriated,they have excoriated
C2,Excoriate,Present Perfect Continuous,I have been excoriating,you have been excoriating,he/she/it has been excoriating,we have been excoriating,you have been excoriating,they have been excoriating
C2,Excoriate,Past Simple,I excoriated,you excoriated,he/she/it excoriated,we excoriated,you excoriated,they excoriated
C2,Excoriate,Past Continuous,I was excoriating,you were excoriating,he/she/it was excoriating,we were excoriating,you were excoriating,they were excoriating
C2,Excoriate,Past Perfect Simple,I had excoriated,you had excoriated,he/she/it had excoriated,we had excoriated,you had excoriated,they had excoriated
C2,Excoriate,Past Perfect Continuous,I had been excoriating,you had been excoriating,he/she/it had been excoriating,we had been excoriating,you had been excoriating,they had been excoriating
C2,Excoriate,Future Simple,I will excoriate,you will excoriate,he/she/it will excoriate,we will excoriate,you will excoriate,they will excoriate
C2,Excoriate,Future Continuous,I will be excoriating,you will be excoriating,he/she/it will be excoriating,we will be excoriating,you will be excoriating,they will be excoriating
C2,Excoriate,Future Perfect Simple,I will have excoriated,you will have excoriated,he/she/it will have excoriated,we will have excoriated,you will have excoriated,they will have excoriated
C2,Excoriate,Future Perfect Continuous,I will have been excoriating,you will have been excoriating,he/she/it will have been excoriating,we will have been excoriating,you will have been excoriating,they will have been excoriating
C2,Excoriate,First Conditional,If I excoriate,you will excoriate,he/she/it will excoriate,we will excoriate,you will excoriate,they will excoriate
C2,Excoriate,Second Conditional,If I excoriated,you would excoriate,he/she/it would excoriate,we would excoriate,you would excoriate,they would excoriate
C2,Excoriate,Third Conditional,If I had excoriated,you would have excoriated,he/she/it would have excoriated,we would have excoriated,you would have excoriated,they would have excoriated
C2,Excoriate,Mixed Conditional,If I had excoriated,you would excoriate,he/she/it would excoriate,we would excoriate,you would excoriate,they would excoriate
C2,Exculpate,Present Simple,I exculpate,you exculpate,he/she/it exculpates,we exculpate,you exculpate,they exculpate
C2,Exculpate,Present Continuous,I am exculpating,you are exculpating,he/she/it is exculpating,we are exculpating,you are exculpating,they are exculpating
C2,Exculpate,Present Perfect,I have exculpated,you have exculpated,he/she/it has exculpated,we have exculpated,you have exculpated,they have exculpated
C2,Exculpate,Present Perfect Continuous,I have been exculpating,you have been exculpating,he/she/it has been exculpating,we have been exculpating,you have been exculpating,they have been exculpating
C2,Exculpate,Past Simple,I exculpated,you exculpated,he/she/it exculpated,we exculpated,you exculpated,they exculpated
C2,Exculpate,Past Continuous,I was exculpating,you were exculpating,he/she/it was exculpating,we were exculpating,you were exculpating,they were exculpating
C2,Exculpate,Past Perfect Simple,I had exculpated,you had exculpated,he/she/it had exculpated,we had exculpated,you had exculpated,they had exculpated
C2,Exculpate,Past Perfect Continuous,I had been exculpating,you had been exculpating,he/she/it had been exculpating,we had been exculpating,you had been exculpating,they had been exculpating
C2,Exculpate,Future Simple,I will exculpate,you will exculpate,he/she/it will exculpate,we will exculpate,you will exculpate,they will exculpate
C2,Exculpate,Future Continuous,I will be exculpating,you will be exculpating,he/she/it will be exculpating,we will be exculpating,you will be exculpating,they will be exculpating
C2,Exculpate,Future Perfect Simple,I will have exculpated,you will have exculpated,he/she/it will have exculpated,we will have exculpated,you will have exculpated,they will have exculpated
C2,Exculpate,Future Perfect Continuous,I will have been exculpating,you will have been exculpating,he/she/it will have been exculpating,we will have been exculpating,you will have been exculpating,they will have been exculpating
C2,Exculpate,First Conditional,If I exculpate,you will exculpate,he/she/it will exculpate,we will exculpate,you will exculpate,they will exculpate
C2,Exculpate,Second Conditional,If I exculpated,you would exculpate,he/she/it would exculpate,we would exculpate,you would exculpate,they would exculpate
C2,Exculpate,Third Conditional,If I had exculpated,you would have exculpated,he/she/it would have exculpated,we would have exculpated,you would have exculpated,they would have exculpated
C2,Exculpate,Mixed Conditional,If I had exculpated,you would exculpate,he/she/it would exculpate,we would exculpate,you would exculpate,they would exculpate
C2,Execrate,Present Simple,I execrate,you execrate,he/she/it execrates,we execrate,you execrate,they execrate
C2,Execrate,Present Continuous,I am execrating,you are execrating,he/she/it is execrating,we are execrating,you are execrating,they are execrating
C2,Execrate,Present Perfect,I have execrated,you have execrated,he/she/it has execrated,we have execrated,you have execrated,they have execrated
C2,Execrate,Present Perfect Continuous,I have been execrating,you have been execrating,he/she/it has been execrating,we have been execrating,you have been execrating,they have been execrating
C2,Execrate,Past Simple,I execrated,you execrated,he/she/it execrated,we execrated,you execrated,they execrated
C2,Execrate,Past Continuous,I was execrating,you were execrating,he/she/it was execrating,we were execrating,you were execrating,they were execrating
C2,Execrate,Past Perfect Simple,I had execrated,you had execrated,he/she/it had execrated,we had execrated,you had execrated,they had execrated
C2,Execrate,Past Perfect Continuous,I had been execrating,you had been execrating,he/she/it had been execrating,we had been execrating,you had been execrating,they had been execrating
C2,Execrate,Future Simple,I will execrate,you will execrate,he/she/it will execrate,we will execrate,you will execrate,they will execrate
C2,Execrate,Future Continuous,I will be execrating,you will be execrating,he/she/it will be execrating,we will be execrating,you will be execrating,they will be execrating
C2,Execrate,Future Perfect Simple,I will have execrated,you will have execrated,he/she/it will have execrated,we will have execrated,you will have execrated,they will have execrated
C2,Execrate,Future Perfect Continuous,I will have been execrating,you will have been execrating,he/she/it will have been execrating,we will have been execrating,you will have been execrating,they will have been execrating
C2,Execrate,First Conditional,If I execrate,you will execrate,he/she/it will execrate,we will execrate,you will execrate,they will execrate
C2,Execrate,Second Conditional,If I execrated,you would execrate,he/she/it would execrate,we would execrate,you would execrate,they would execrate
C2,Execrate,Third Conditional,If I had execrated,you would have execrated,he/she/it would have execrated,we would have execrated,you would have execrated,they would have execrated
C2,Execrate,Mixed Conditional,If I had execrated,you would execrate,he/she/it would execrate,we would execrate,you would execrate,they would execrate
C2,Expiate,Present Simple,I expiate,you expiate,he/she/it expiates,we expiate,you expiate,they expiate
C2,Expiate,Present Continuous,I am expiating,you are expiating,he/she/it is expiating,we are expiating,you are expiating,they are expiating
C2,Expiate,Present Perfect,I have expiated,you have expiated,he/she/it has expiated,we have expiated,you have expiated,they have expiated
C2,Expiate,Present Perfect Continuous,I have been expiating,you have been expiating,he/she/it has been expiating,we have been expiating,you have been expiating,they have been expiating
C2,Expiate,Past Simple,I expiated,you expiated,he/she/it expiated,we expiated,you expiated,they expiated
C2,Expiate,Past Continuous,I was expiating,you were expiating,he/she/it was expiating,we were expiating,you were expiating,they were expiating
C2,Expiate,Past Perfect Simple,I had expiated,you had expiated,he/she/it had expiated,we had expiated,you had expiated,they had expiated
C2,Expiate,Past Perfect Continuous,I had been expiating,you had been expiating,he/she/it had been expiating,we had been expiating,you had been expiating,they had been expiating
C2,Expiate,Future Simple,I will expiate,you will expiate,he/she/it will expiate,we will expiate,you will expiate,they will expiate
C2,Expiate,Future Continuous,I will be expiating,you will be expiating,he/she/it will be expiating,we will be expiating,you will be expiating,they will be expiating
C2,Expiate,Future Perfect Simple,I will have expiated,you will have expiated,he/she/it will have expiated,we will have expiated,you will have expiated,they will have expiated
C2,Expiate,Future Perfect Continuous,I will have been expiating,you will have been expiating,he/she/it will have been expiating,we will have been expiating,you will have been expiating,they will have been expiating
C2,Expiate,First Conditional,If I expiate,you will expiate,he/she/it will expiate,we will expiate,you will expiate,they will expiate
C2,Expiate,Second Conditional,If I expiated,you would expiate,he/she/it would expiate,we would expiate,you would expiate,they would expiate
C2,Expiate,Third Conditional,If I had expiated,you would have expiated,he/she/it would have expiated,we would have expiated,you would have expiated,they would have expiated
C2,Expiate,Mixed Conditional,If I had expiated,you would expiate,he/she/it would expiate,we would expiate,you would expiate,they would expiate
C2,Extirpate,Present Simple,I extirpate,you extirpate,he/she/it extirpates,we extirpate,you extirpate,they extirpate
C2,Extirpate,Present Continuous,I am extirpating,you are extirpating,he/she/it is extirpating,we are extirpating,you are extirpating,they are extirpating
C2,Extirpate,Present Perfect,I have extirpated,you have extirpated,he/she/it has extirpated,we have extirpated,you have extirpated,they have extirpated
