level,verb,tense,1s,2s,3s,1p,2p,3p
B2,Establish,Past Continuous,I was establishing,you were establishing,he/she/it was establishing,we were establishing,you were establishing,they were establishing
B2,Establish,Past Perfect Simple,I had established,you had established,he/she/it had established,we had established,you had established,they had established
B2,Establish,Past Perfect Continuous,I had been establishing,you had been establishing,he/she/it had been establishing,we had been establishing,you had been establishing,they had been establishing
B2,Establish,Future Simple,I will establish,you will establish,he/she/it will establish,we will establish,you will establish,they will establish
B2,Establish,Future Continuous,I will be establishing,you will be establishing,he/she/it will be establishing,we will be establishing,you will be establishing,they will be establishing
B2,Establish,Future Perfect Simple,I will have established,you will have established,he/she/it will have established,we will have established,you will have established,they will have established
B2,Establish,Future Perfect Continuous,I will have been establishing,you will have been establishing,he/she/it will have been establishing,we will have been establishing,you will have been establishing,they will have been establishing
B2,Exceed,Present Simple,I exceed,you exceed,he/she/it exceeds,we exceed,you exceed,they exceed
B2,Exceed,Present Continuous,I am exceeding,you are exceeding,he/she/it is exceeding,we are exceeding,you are exceeding,they are exceeding
B2,Exceed,Present Perfect,I have exceeded,you have exceeded,he/she/it has exceeded,we have exceeded,you have exceeded,they have exceeded
B2,Exceed,Present Perfect Continuous,I have been exceeding,you have been exceeding,he/she/it has been exceeding,we have been exceeding,you have been exceeding,they have been exceeding
B2,Exceed,Past Simple,I exceeded,you exceeded,he/she/it exceeded,we exceeded,you exceeded,they exceeded
B2,Exceed,Past Continuous,I was exceeding,you were exceeding,he/she/it was exceeding,we were exceeding,you were exceeding,they were exceeding
B2,Exceed,Past Perfect Simple,I had exceeded,you had exceeded,he/she/it had exceeded,we had exceeded,you had exceeded,they had exceeded
B2,Exceed,Past Perfect Continuous,I had been exceeding,you had been exceeding,he/she/it had been exceeding,we had been exceeding,you had been exceeding,they had been exceeding
B2,Exceed,Future Simple,I will exceed,you will exceed,he/she/it will exceed,we will exceed,you will exceed,they will exceed
B2,Exceed,Future Continuous,I will be exceeding,you will be exceeding,he/she/it will be exceeding,we will be exceeding,you will be exceeding,they will be exceeding
B2,Exceed,Future Perfect Simple,I will have exceeded,you will have exceeded,he/she/it will have exceeded,we will have exceeded,you will have exceeded,they will have exceeded
B2,Exceed,Future Perfect Continuous,I will have been exceeding,you will have been exceeding,he/she/it will have been exceeding,we will have been exceeding,you will have been exceeding,they will have been exceeding
B2,Expand,Present Simple,I expand,you expand,he/she/it expands,we expand,you expand,they expand
B2,Expand,Present Continuous,I am expanding,you are expanding,he/she/it is expanding,we are expanding,you are expanding,they are expanding
B2,Expand,Present Perfect,I have expanded,you have expanded,he/she/it has expanded,we have expanded,you have expanded,they have expanded
B2,Expand,Present Perfect Continuous,I have been expanding,you have been expanding,he/she/it has been expanding,we have been expanding,you have been expanding,they have been expanding
B2,Expand,Past Simple,I expanded,you expanded,he/she/it expanded,we expanded,you expanded,they expanded
B2,Expand,Past Continuous,I was expanding,you were expanding,he/she/it was expanding,we were expanding,you were expanding,they were expanding
B2,Expand,Past Perfect Simple,I had expanded,you had expanded,he/she/it had expanded,we had expanded,you had expanded,they had expanded
B2,Expand,Past Perfect Continuous,I had been expanding,you had been expanding,he/she/it had been expanding,we had been expanding,you had been expanding,they had been expanding
B2,Expand,Future Simple,I will expand,you will expand,he/she/it will expand,we will expand,you will expand,they will expand
B2,Expand,Future Continuous,I will be expanding,you will be expanding,he/she/it will be expanding,we will be expanding,you will be expanding,they will be expanding
B2,Expand,Future Perfect Simple,I will have expanded,you will have expanded,he/she/it will have expanded,we will have expanded,you will have expanded,they will have expanded
B2,Expand,Future Perfect Continuous,I will have been expanding,you will have been expanding,he/she/it will have been expanding,we will have been expanding,you will have been expanding,they will have been expanding
B2,Facilitate,Present Simple,I facilitate,you facilitate,he/she/it facilitates,we facilitate,you facilitate,they facilitate
B2,Facilitate,Present Continuous,I am facilitating,you are facilitating,he/she/it is facilitating,we are facilitating,you are facilitating,they are facilitating
B2,Facilitate,Present Perfect,I have facilitated,you have facilitated,he/she/it has facilitated,we have facilitated,you have facilitated,they have facilitated
B2,Facilitate,Present Perfect Continuous,I have been facilitating,you have been facilitating,he/she/it has been facilitating,we have been facilitating,you have been facilitating,they have been facilitating
B2,Facilitate,Past Simple,I facilitated,you facilitated,he/she/it facilitated,we facilitated,you facilitated,they facilitated
B2,Facilitate,Past Continuous,I was facilitating,you were facilitating,he/she/it was facilitating,we were facilitating,you were facilitating,they were facilitating
B2,Facilitate,Past Perfect Simple,I had facilitated,you had facilitated,he/she/it had facilitated,we had facilitated,you had facilitated,they had facilitated
B2,Facilitate,Past Perfect Continuous,I had been facilitating,you had been facilitating,he/she/it had been facilitating,we had been facilitating,you had been facilitating,they had been facilitating
B2,Facilitate,Future Simple,I will facilitate,you will facilitate,he/she/it will facilitate,we will facilitate,you will facilitate,they will facilitate
B2,Facilitate,Future Continuous,I will be facilitating,you will be facilitating,he/she/it will be facilitating,we will be facilitating,you will be facilitating,they will be facilitating
B2,Facilitate,Future Perfect Simple,I will have facilitated,you will have facilitated,he/she/it will have facilitated,we will have facilitated,you will have facilitated,they will have facilitated
B2,Facilitate,Future Perfect Continuous,I will have been facilitating,you will have been facilitating,he/she/it will have been facilitating,we will have been facilitating,you will have been facilitating,they will have been facilitating
B2,Highlight,Present Simple,I highlight,you highlight,he/she/it highlights,we highlight,you highlight,they highlight
B2,Highlight,Present Continuous,I am highlighting,you are highlighting,he/she/it is highlighting,we are highlighting,you are highlighting,they are highlighting
B2,Highlight,Present Perfect,I have highlighted,you have highlighted,he/she/it has highlighted,we have highlighted,you have highlighted,they have highlighted
B2,Highlight,Present Perfect Continuous,I have been highlighting,you have been highlighting,he/she/it has been highlighting,we have been highlighting,you have been highlighting,they have been highlighting
B2,Highlight,Past Simple,I highlighted,you highlighted,he/she/it highlighted,we highlighted,you highlighted,they highlighted
B2,Highlight,Past Continuous,I was highlighting,you were highlighting,he/she/it was highlighting,we were highlighting,you were highlighting,they were highlighting
B2,Highlight,Past Perfect Simple,I had highlighted,you had highlighted,he/she/it had highlighted,we had highlighted,you had highlighted,they had highlighted
B2,Highlight,Past Perfect Continuous,I had been highlighting,you had been highlighting,he/she/it had been highlighting,we had been highlighting,you had been highlighting,they had been highlighting
B2,Highlight,Future Simple,I will highlight,you will highlight,he/she/it will highlight,we will highlight,you will highlight,they will highlight
B2,Highlight,Future Continuous,I will be highlighting,you will be highlighting,he/she/it will be highlighting,we will be highlighting,you will be highlighting,they will be highlighting
B2,Highlight,Future Perfect Simple,I will have highlighted,you will have highlighted,he/she/it will have highlighted,we will have highlighted,you will have highlighted,they will have highlighted
B2,Highlight,Future Perfect Continuous,I will have been highlighting,you will have been highlighting,he/she/it will have been highlighting,we will have been highlighting,you will have been highlighting,they will have been highlighting
B2,Implement,Present Simple,I implement,you implement,he/she/it implements,we implement,you implement,they implement
B2,Implement,Present Continuous,I am implementing,you are implementing,he/she/it is implementing,we are implementing,you are implementing,they are implementing
B2,Implement,Present Perfect,I have implemented,you have implemented,he/she/it has implemented,we have implemented,you have implemented,they have implemented
B2,Implement,Present Perfect Continuous,I have been implementing,you have been implementing,he/she/it has been implementing,we have been implementing,you have been implementing,they have been implementing
B2,Implement,Past Simple,I implemented,you implemented,he/she/it implemented,we implemented,you implemented,they implemented
B2,Implement,Past Continuous,I was implementing,you were implementing,he/she/it was implementing,we were implementing,you were implementing,they were implementing
B2,Implement,Past Perfect Simple,I had implemented,you had implemented,he/she/it had implemented,we had implemented,you had implemented,they had implemented
B2,Implement,Past Perfect Continuous,I had been implementing,you had been implementing,he/she/it had been implementing,we had been implementing,you had been implementing,they had been implementing
B2,Implement,Future Simple,I will implement,you will implement,he/she/it will implement,we will implement,you will implement,they will implement
B2,Implement,Future Continuous,I will be implementing,you will be implementing,he/she/it will be implementing,we will be implementing,you will be implementing,they will be implementing
B2,Implement,Future Perfect Simple,I will have implemented,you will have implemented,he/she/it will have implemented,we will have implemented,you will have implemented,they will have implemented
B2,Implement,Future Perfect Continuous,I will have been implementing,you will have been implementing,he/she/it will have been implementing,we will have been implementing,you will have been implementing,they will have been implementing
B2,Imply,Present Simple,I imply,you imply,he/she/it implies,we imply,you imply,they imply
B2,Imply,Present Continuous,I am implying,you are implying,he/she/it is implying,we are implying,you are implying,they are implying
B2,Imply,Present Perfect,I have implied,you have implied,he/she/it has implied,we have implied,you have implied,they have implied
B2,Imply,Present Perfect Continuous,I have been implying,you have been implying,he/she/it has been implying,we have been implying,you have been implying,they have been implying
B2,Imply,Past Simple,I implied,you implied,he/she/it implied,we implied,you implied,they implied
B2,Imply,Past Continuous,I was implying,you were implying,he/she/it was implying,we were implying,you were implying,they were implying
B2,Imply,Past Perfect Simple,I had implied,you had implied,he/she/it had implied,we had implied,you had implied,they had implied
B2,Imply,Past Perfect Continuous,I had been implying,you had been implying,he/she/it had been implying,we had been implying,you had been implying,they had been implying
B2,Imply,Future Simple,I will imply,you will imply,he/she/it will imply,we will imply,you will imply,they will imply
B2,Imply,Future Continuous,I will be implying,you will be implying,he/she/it will be implying,we will be implying,you will be implying,they will be implying
B2,Imply,Future Perfect Simple,I will have implied,you will have implied,he/she/it will have implied,we will have implied,you will have implied,they will have implied
B2,Imply,Future Perfect Continuous,I will have been implying,you will have been implying,he/she/it will have been implying,we will have been implying,you will have been implying,they will have been implying
B2,Indicate,Present Simple,I indicate,you indicate,he/she/it indicates,we indicate,you indicate,they indicate
B2,Indicate,Present Continuous,I am indicating,you are indicating,he/she/it is indicating,we are indicating,you are indicating,they are indicating
B2,Indicate,Present Perfect,I have indicated,you have indicated,he/she/it has indicated,we have indicated,you have indicated,they have indicated
B2,Indicate,Present Perfect Continuous,I have been indicating,you have been indicating,he/she/it has been indicating,we have been indicating,you have been indicating,they have been indicating
B2,Indicate,Past Simple,I indicated,you indicated,he/she/it indicated,we indicated,you indicated,they indicated
B2,Indicate,Past Continuous,I was indicating,you were indicating,he/she/it was indicating,we were indicating,you were indicating,they were indicating
B2,Indicate,Past Perfect Simple,I had indicated,you had indicated,he/she/it had indicated,we had indicated,you had indicated,they had indicated
B2,Indicate,Past Perfect Continuous,I had been indicating,you had been indicating,he/she/it had been indicating,we had been indicating,you had been indicating,they had been indicating
B2,Indicate,Future Simple,I will indicate,you will indicate,he/she/it will indicate,we will indicate,you will indicate,they will indicate
B2,Indicate,Future Continuous,I will be indicating,you will be indicating,he/she/it will be indicating,we will be indicating,you will be indicating,they will be indicating
B2,Indicate,Future Perfect Simple,I will have indicated,you will have indicated,he/she/it will have indicated,we will have indicated,you will have indicated,they will have indicated
B2,Indicate,Future Perfect Continuous,I will have been indicating,you will have been indicating,he/she/it will have been indicating,we will have been indicating,you will have been indicating,they will have been indicating
B2,Influence,Present Simple,I influence,you influence,he/she/it influences,we influence,you influence,they influence
B2,Influence,Present Continuous,I am influencing,you are influencing,he/she/it is influencing,we are influencing,you are influencing,they are influencing
B2,Influence,Present Perfect,I have influenced,you have influenced,he/she/it has influenced,we have influenced,you have influenced,they have influenced
B2,Influence,Present Perfect Continuous,I have been influencing,you have been influencing,he/she/it has been influencing,we have been influencing,you have been influencing,they have been influencing
B2,Influence,Past Simple,I influenced,you influenced,he/she/it influenced,we influenced,you influenced,they influenced
B2,Influence,Past Continuous,I was influencing,you were influencing,he/she/it was influencing,we were influencing,you were influencing,they were influencing
B2,Influence,Past Perfect Simple,I had influenced,you had influenced,he/she/it had influenced,we had influenced,you had influenced,they had influenced
B2,Influence,Past Perfect Continuous,I had been influencing,you had been influencing,he/she/it had been influencing,we had been influencing,you had been influencing,they had been influencing
B2,Influence,Future Simple,I will influence,you will influence,he/she/it will influence,we will influence,you will influence,they will influence
B2,Influence,Future Continuous,I will be influencing,you will be influencing,he/she/it will be influencing,we will be influencing,you will be influencing,they will be influencing
B2,Influence,Future Perfect Simple,I will have influenced,you will have influenced,he/she/it will have influenced,we will have influenced,you will have influenced,they will have influenced
B2,Influence,Future Perfect Continuous,I will have been influencing,you will have been influencing,he/she/it will have been influencing,we will have been influencing,you will have been influencing,they will have been influencing
B2,Inquire,Present Simple,I inquire,you inquire,he/she/it inquires,we inquire,you inquire,they inquire
B2,Inquire,Present Continuous,I am inquiring,you are inquiring,he/she/it is inquiring,we are inquiring,you are inquiring,they are inquiring
B2,Inquire,Present Perfect,I have inquired,you have inquired,he/she/it has inquired,we have inquired,you have inquired,they have inquired
B2,Inquire,Present Perfect Continuous,I have been inquiring,you have been inquiring,he/she/it has been inquiring,we have been inquiring,you have been inquiring,they have been inquiring
B2,Inquire,Past Simple,I inquired,you inquired,he/she/it inquired,we inquired,you inquired,they inquired
B2,Inquire,Past Continuous,I was inquiring,you were inquiring,he/she/it was inquiring,we were inquiring,you were inquiring,they were inquiring
B2,Inquire,Past Perfect Simple,I had inquired,you had inquired,he/she/it had inquired,we had inquired,you had inquired,they had inquired
B2,Inquire,Past Perfect Continuous,I had been inquiring,you had been inquiring,he/she/it had been inquiring,we had been inquiring,you had been inquiring,they had been inquiring
B2,Inquire,Future Simple,I will inquire,you will inquire,he/she/it will inquire,we will inquire,you will inquire,they will inquire
B2,Inquire,Future Continuous,I will be inquiring,you will be inquiring,he/she/it will be inquiring,we will be inquiring,you will be inquiring,they will be inquiring
B2,Inquire,Future Perfect Simple,I will have inquired,you will have inquired,he/she/it will have inquired,we will have inquired,you will have inquired,they will have inquired
B2,Inquire,Future Perfect Continuous,I will have been inquiring,you will have been inquiring,he/she/it will have been inquiring,we will have been inquiring,you will have been inquiring,they will have been inquiring
B2,Maintain,Present Simple,I maintain,you maintain,he/she/it maintains,we maintain,you maintain,they maintain
B2,Maintain,Present Continuous,I am maintaining,you are maintaining,he/she/it is maintaining,we are maintaining,you are maintaining,they are maintaining
B2,Maintain,Present Perfect,I have maintained,you have maintained,he/she/it has maintained,we have maintained,you have maintained,they have maintained
B2,Maintain,Present Perfect Continuous,I have been maintaining,you have been maintaining,he/she/it has been maintaining,we have been maintaining,you have been maintaining,they have been maintaining
B2,Maintain,Past Simple,I maintained,you maintained,he/she/it maintained,we maintained,you maintained,they maintained
B2,Maintain,Past Continuous,I was maintaining,you were maintaining,he/she/it was maintaining,we were maintaining,you were maintaining,they were maintaining
B2,Maintain,Past Perfect Simple,I had maintained,you had maintained,he/she/it had maintained,we had maintained,you had maintained,they had maintained
B2,Maintain,Past Perfect Continuous,I had been maintaining,you had been maintaining,he/she/it had been maintaining,we had been maintaining,you had been maintaining,they had been maintaining
B2,Maintain,Future Simple,I will maintain,you will maintain,he/she/it will maintain,we will maintain,you will maintain,they will maintain
B2,Maintain,Future Continuous,I will be maintaining,you will be maintaining,he/she/it will be maintaining,we will be maintaining,you will be maintaining,they will be maintaining
B2,Maintain,Future Perfect Simple,I will have maintained,you will have maintained,he/she/it will have maintained,we will have maintained,you will have maintained,they will have maintained
B2,Maintain,Future Perfect Continuous,I will have been maintaining,you will have been maintaining,he/she/it will have been maintaining,we will have been maintaining,you will have been maintaining,they will have been maintaining
B2,Negotiate,Present Simple,I negotiate,you negotiate,he/she/it negotiates,we negotiate,you negotiate,they negotiate
B2,Negotiate,Present Continuous,I am negotiating,you are negotiating,he/she/it is negotiating,we are negotiating,you are negotiating,they are negotiating
B2,Negotiate,Present Perfect,I have negotiated,you have negotiated,he/she/it has negotiated,we have negotiated,you have negotiated,they have negotiated
B2,Negotiate,Present Perfect Continuous,I have been negotiating,you have been negotiating,he/she/it has been negotiating,we have been negotiating,you have been negotiating,they have been negotiating
B2,Negotiate,Past Simple,I negotiated,you negotiated,he/she/it negotiated,we negotiated,you negotiated,they negotiated
B2,Negotiate,Past Continuous,I was negotiating,you were negotiating,he/she/it was negotiating,we were negotiating,you were negotiating,they were negotiating
B2,Negotiate,Past Perfect Simple,I had negotiated,you had negotiated,he/she/it had negotiated,we had negotiated,you had negotiated,they had negotiated
B2,Negotiate,Past Perfect Continuous,I had been negotiating,you had been negotiating,he/she/it had been negotiating,we had been negotiating,you had been negotiating,they had been negotiating
B2,Negotiate,Future Simple,I will negotiate,you will negotiate,he/she/it will negotiate,we will negotiate,you will negotiate,they will negotiate
B2,Negotiate,Future Continuous,I will be negotiating,you will be negotiating,he/she/it will be negotiating,we will be negotiating,you will be negotiating,they will be negotiating
B2,Negotiate,Future Perfect Simple,I will have negotiated,you will have negotiated,he/she/it will have negotiated,we will have negotiated,you will have negotiated,they will have negotiated
B2,Negotiate,Future Perfect Continuous,I will have been negotiating,you will have been negotiating,he/she/it will have been negotiating,we will have been negotiating,you will have been negotiating,they will have been negotiating
B2,Observe,Present Simple,I observe,you observe,he/she/it observes,we observe,you observe,they observe
B2,Observe,Present Continuous,I am observing,you are observing,he/she/it is observing,we are observing,you are observing,they are observing
B2,Observe,Present Perfect,I have observed,you have observed,he/she/it has observed,we have observed,you have observed,they have observed
B2,Observe,Present Perfect Continuous,I have been observing,you have been observing,he/she/it has been observing,we have been observing,you have been observing,they have been observing
B2,Observe,Past Simple,I observed,you observed,he/she/it observed,we observed,you observed,they observed
B2,Observe,Past Continuous,I was observing,you were observing,he/she/it was observing,we were observing,you were observing,they were observing
B2,Observe,Past Perfect Simple,I had observed,you had observed,he/she/it had observed,we had observed,you had observed,they had observed
B2,Observe,Past Perfect Continuous,I had been observing,you had been observing,he/she/it had been observing,we had been observing,you had been observing,they had been observing
B2,Observe,Future Simple,I will observe,you will observe,he/she/it will observe,we will observe,you will observe,they will observe
B2,Observe,Future Continuous,I will be observing,you will be observing,he/she/it will be observing,we will be observing,you will be observing,they will be observing
B2,Observe,Future Perfect Simple,I will have observed,you will have observed,he/she/it will have observed,we will have observed,you will have observed,they will have observed
B2,Observe,Future Perfect Continuous,I will have been observing,you will have been observing,he/she/it will have been observing,we will have been observing,you will have been observing,they will have been observing
B2,Predict,Present Simple,I predict,you predict,he/she/it predicts,we predict,you predict,they predict
B2,Predict,Present Continuous,I am predicting,you are predicting,he/she/it is predicting,we are predicting,you are predicting,they are predicting
B2,Predict,Present Perfect,I have predicted,you have predicted,he/she/it has predicted,we have predicted,you have predicted,they have predicted
B2,Predict,Present Perfect Continuous,I have been predicting,you have been predicting,he/she/it has been predicting,we have been predicting,you have been predicting,they have been predicting
B2,Predict,Past Simple,I predicted,you predicted,he/she/it predicted,we predicted,you predicted,they predicted
B2,Predict,Past Continuous,I was predicting,you were predicting,he/she/it was predicting,we were predicting,you were predicting,they were predicting
B2,Predict,Past Perfect Simple,I had predicted,you had predicted,he/she/it had predicted,we had predicted,you had predicted,they had predicted
B2,Predict,Past Perfect Continuous,I had been predicting,you had been predicting,he/she/it had been predicting,we had been predicting,you had been predicting,they had been predicting
B2,Predict,Future Simple,I will predict,you will predict,he/she/it will predict,we will predict,you will predict,they will predict
B2,Predict,Future Continuous,I will be predicting,you will be predicting,he/she/it will be predicting,we will be predicting,you will be predicting,they will be predicting
B2,Predict,Future Perfect Simple,I will have predicted,you will have predicted,he/she/it will have predicted,we will have predicted,you will have predicted,they will have predicted
B2,Predict,Future Perfect Continuous,I will have been predicting,you will have been predicting,he/she/it will have been predicting,we will have been predicting,you will have been predicting,they will have been predicting
B2,Propose,Present Simple,I propose,you propose,he/she/it proposes,we propose,you propose,they propose
B2,Propose,Present Continuous,I am proposing,you are proposing,he/she/it is proposing,we are proposing,you are proposing,they are proposing
B2,Propose,Present Perfect,I have proposed,you have proposed,he/she/it has proposed,we have proposed,you have proposed,they have proposed
B2,Propose,Present Perfect Continuous,I have been proposing,you have been proposing,he/she/it has been proposing,we have been proposing,you have been proposing,they have been proposing
B2,Propose,Past Simple,I proposed,you proposed,he/she/it proposed,we proposed,you proposed,they proposed
B2,Propose,Past Continuous,I was proposing,you were proposing,he/she/it was proposing,we were proposing,you were proposing,they were proposing
B2,Propose,Past Perfect Simple,I had proposed,you had proposed,he/she/it had proposed,we had proposed,you had proposed,they had proposed
B2,Propose,Past Perfect Continuous,I had been proposing,you had been proposing,he/she/it had been proposing,we had been proposing,you had been proposing,they had been proposing
B2,Propose,Future Simple,I will propose,you will propose,he/she/it will propose,we will propose,you will propose,they will propose
B2,Propose,Future Continuous,I will be proposing,you will be proposing,he/she/it will be proposing,we will be proposing,you will be proposing,they will be proposing
B2,Propose,Future Perfect Simple,I will have proposed,you will have proposed,he/she/it will have proposed,we will have proposed,you will have proposed,they will have proposed
B2,Propose,Future Perfect Continuous,I will have been proposing,you will have been proposing,he/she/it will have been proposing,we will have been proposing,you will have been proposing,they will have been proposing
B2,React,Present Simple,I react,you react,he/she/it reacts,we react,you react,they react
B2,React,Present Continuous,I am reacting,you are reacting,he/she/it is reacting,we are reacting,you are reacting,they are reacting
B2,React,Present Perfect,I have reacted,you have reacted,he/she/it has reacted,we have reacted,you have reacted,they have reacted
B2,React,Present Perfect Continuous,I have been reacting,you have been reacting,he/she/it has been reacting,we have been reacting,you have been reacting,they have been reacting
B2,React,Past Simple,I reacted,you reacted,he/she/it reacted,we reacted,you reacted,they reacted
B2,React,Past Continuous,I was reacting,you were reacting,he/she/it was reacting,we were reacting,you were reacting,they were reacting
B2,React,Past Perfect Simple,I had reacted,you had reacted,he/she/it had reacted,we had reacted,you had reacted,they had reacted
B2,React,Past Perfect Continuous,I had been reacting,you had been reacting,he/she/it had been reacting,we had been reacting,you had been reacting,they had been reacting
B2,React,Future Simple,I will react,you will react,he/she/it will react,we will react,you will react,they will react
B2,React,Future Continuous,I will be reacting,you will be reacting,he/she/it will be reacting,we will be reacting,you will be reacting,they will be reacting
B2,React,Future Perfect Simple,I will have reacted,you will have reacted,he/she/it will have reacted,we will have reacted,you will have reacted,they will have reacted
B2,React,Future Perfect Continuous,I will have been reacting,you will have been reacting,he/she/it will have been reacting,we will have been reacting,you will have been reacting,they will have been reacting
B2,Recognize,Present Simple,I recognize,you recognize,he/she/it recognizes,we recognize,you recognize,they recognize
B2,Recognize,Present Continuous,I am recognizing,you are recognizing,he/she/it is recognizing,we are recognizing,you are recognizing,they are recognizing
B2,Recognize,Present Perfect,I have recognized,you have recognized,he/she/it has recognized,we have recognized,you have recognized,they have recognized
B2,Recognize,Present Perfect Continuous,I have been recognizing,you have been recognizing,he/she/it has been recognizing,we have been recognizing,you have been recognizing,they have been recognizing
B2,Recognize,Past Simple,I recognized,you recognized,he/she/it recognized,we recognized,you recognized,they recognized
B2,Recognize,Past Continuous,I was recognizing,you were recognizing,he/she/it was recognizing,we were recognizing,you were recognizing,they were recognizing
B2,Recognize,Past Perfect Simple,I had recognized,you had recognized,he/she/it had recognized,we had recognized,you had recognized,they had recognized
B2,Recognize,Past Perfect Continuous,I had been recognizing,you had been recognizing,he/she/it had been recognizing,we had been recognizing,you had been recognizing,they had been recognizing
B2,Recognize,Future Simple,I will recognize,you will recognize,he/she/it will recognize,we will recognize,you will recognize,they will recognize
B2,Recognize,Future Continuous,I will be recognizing,you will be recognizing,he/she/it will be recognizing,we will be recognizing,you will be recognizing,they will be recognizing
B2,Recognize,Future Perfect Simple,I will have recognized,you will have recognized,he/she/it will have recognized,we will have recognized,you will have recognized,they will have recognized
B2,Recognize,Future Perfect Continuous,I will have been recognizing,you will have been recognizing,he/she/it will have been recognizing,we will have been recognizing,you will have been recognizing,they will have been recognizing
B2,Reinforce,Present Simple,I reinforce,you reinforce,he/she/it reinforces,we reinforce,you reinforce,they reinforce
B2,Reinforce,Present Continuous,I am reinforcing,you are reinforcing,he/she/it is reinforcing,we are reinforcing,you are reinforcing,they are reinforcing
B2,Reinforce,Present Perfect,I have reinforced,you have reinforced,he/she/it has reinforced,we have reinforced,you have reinforced,they have reinforced
B2,Reinforce,Present Perfect Continuous,I have been reinforcing,you have been reinforcing,he/she/it has been reinforcing,we have been reinforcing,you have been reinforcing,they have been reinforcing
B2,Reinforce,Past Simple,I reinforced,you reinforced,he/she/it reinforced,we reinforced,you reinforced,they reinforced
B2,Reinforce,Past Continuous,I was reinforcing,you were reinforcing,he/she/it was reinforcing,we were reinforcing,you were reinforcing,they were reinforcing
B2,Reinforce,Past Perfect Simple,I had reinforced,you had reinforced,he/she/it had reinforced,we had reinforced,you had reinforced,they had reinforced
B2,Reinforce,Past Perfect Continuous,I had been reinforcing,you had been reinforcing,he/she/it had been reinforcing,we had been reinforcing,you had been reinforcing,they had been reinforcing
B2,Reinforce,Future Simple,I will reinforce,you will reinforce,he/she/it will reinforce,we will reinforce,you will reinforce,they will reinforce
B2,Reinforce,Future Continuous,I will be reinforcing,you will be reinforcing,he/she/it will be reinforcing,we will be reinforcing,you will be reinforcing,they will be reinforcing
B2,Reinforce,Future Perfect Simple,I will have reinforced,you will have reinforced,he/she/it will have reinforced,we will have reinforced,you will have reinforced,they will have reinforced
B2,Reinforce,Future Perfect Continuous,I will have been reinforcing,you will have been reinforcing,he/she/it will have been reinforcing,we will have been reinforcing,you will have been reinforcing,they will have been reinforcing
B2,Resolve,Present Simple,I resolve,you resolve,he/she/it resolves,we resolve,you resolve,they resolve
B2,Resolve,Present Continuous,I am resolving,you are resolving,he/she/it is resolving,we are resolving,you are resolving,they are resolving
B2,Resolve,Present Perfect,I have resolved,you have resolved,he/she/it has resolved,we have resolved,you have resolved,they have resolved
B2,Resolve,Present Perfect Continuous,I have been resolving,you have been resolving,he/she/it has been resolving,we have been resolving,you have been resolving,they have been resolving
B2,Resolve,Past Simple,I resolved,you resolved,he/she/it resolved,we resolved,you resolved,they resolved
B2,Resolve,Past Continuous,I was resolving,you were resolving,he/she/it was resolving,we were resolving,you were resolving,they were resolving
B2,Resolve,Past Perfect Simple,I had resolved,you had resolved,he/she/it had resolved,we had resolved,you had resolved,they had resolved
B2,Resolve,Past Perfect Continuous,I had been resolving,you had been resolving,he/she/it had been resolving,we had been resolving,you had been resolving,they had been resolving
B2,Resolve,Future Simple,I will resolve,you will resolve,he/she/it will resolve,we will resolve,you will resolve,they will resolve
B2,Resolve,Future Continuous,I will be resolving,you will be resolving,he/she/it will be resolving,we will be resolving,you will be resolving,they will be resolving
B2,Resolve,Future Perfect Simple,I will have resolved,you will have resolved,he/she/it will have resolved,we will have resolved,you will have resolved,they will have resolved
B2,Resolve,Future Perfect Continuous,I will have been resolving,you will have been resolving,he/she/it will have been resolving,we will have been resolving,you will have been resolving,they will have been resolving
B2,Confirm,Present Simple,I confirm,you confirm,he/she/it confirms,we confirm,you confirm,they confirm
B2,Confirm,Present Continuous,I am confirming,you are confirming,he/she/it is confirming,we are confirming,you are confirming,they are confirming
B2,Confirm,Present Perfect,I have confirmed,you have confirmed,he/she/it has confirmed,we have confirmed,you have confirmed,they have confirmed
B2,Confirm,Present Perfect Continuous,I have been confirming,you have been confirming,he/she/it has been confirming,we have been confirming,you have been confirming,they have been confirming
B2,Confirm,Past Simple,I confirmed,you confirmed,he/she/it confirmed,we confirmed,you confirmed,they confirmed
B2,Confirm,Past Continuous,I was confirming,you were confirming,he/she/it was confirming,we were confirming,you were confirming,they were confirming
B2,Confirm,Past Perfect Simple,I had confirmed,you had confirmed,he/she/it had confirmed,we had confirmed,you had confirmed,they had confirmed
B2,Confirm,Past Perfect Continuous,I had been confirming,you had been confirming,he/she/it had been confirming,we had been confirming,you had been confirming,they had been confirming
B2,Confirm,Future Simple,I will confirm,you will confirm,he/she/it will confirm,we will confirm,you will confirm,they will confirm
B2,Confirm,Future Continuous,I will be confirming,you will be confirming,he/she/it will be confirming,we will be confirming,you will be confirming,they will be confirming
B2,Confirm,Future Perfect Simple,I will have confirmed,you will have confirmed,he/she/it will have confirmed,we will have confirmed,you will have confirmed,they will have confirmed
B2,Confirm,Future Perfect Continuous,I will have been confirming,you will have been confirming,he/she/it will have been confirming,we will have been confirming,you will have been confirming,they will have been confirming
B2,Contribute,Present Simple,I contribute,you contribute,he/she/it contributes,we contribute,you contribute,they contribute
B2,Contribute,Present Continuous,I am contributing,you are contributing,he/she/it is contributing,we are contributing,you are contributing,they are contributing
