level,verb,tense,1s,2s,3s,1p,2p,3p
C1,Cleave,Past Perfect Continuous,I had been cleaving,you had been cleaving,he/she/it had been cleaving,we had been cleaving,you had been cleaving,they had been cleaving
C1,Cleave,Future Simple,I will cleave,you will cleave,he/she/it will cleave,we will cleave,you will cleave,they will cleave
C1,Cleave,Future Continuous,I will be cleaving,you will be cleaving,he/she/it will be cleaving,we will be cleaving,you will be cleaving,they will be cleaving
C1,Cleave,Future Perfect Simple,I will have cleaved,you will have cleaved,he/she/it will have cleaved,we will have cleaved,you will have cleaved,they will have cleaved
C1,Cleave,Future Perfect Continuous,I will have been cleaving,you will have been cleaving,he/she/it will have been cleaving,we will have been cleaving,you will have been cleaving,they will have been cleaving
C1,Cleave,First Conditional,If I cleave,you will cleave,he/she/it will cleave,we will cleave,you will cleave,they will cleave
C1,Cleave,Second Conditional,If I cleaved,you would cleave,he/she/it would cleave,we would cleave,you would cleave,they would cleave
C1,Fling,Present Simple,I fling,you fling,he/she/it flings,we fling,you fling,they fling
C1,Fling,Present Continuous,I am flinging,you are flinging,he/she/it is flinging,we are flinging,you are flinging,they are flinging
C1,Fling,Present Perfect,I have flung,you have flung,he/she/it has flung,we have flung,you have flung,they have flung
C1,Fling,Present Perfect Continuous,I have been flinging,you have been flinging,he/she/it has been flinging,we have been flinging,you have been flinging,they have been flinging
C1,Fling,Past Simple,I flung,you flung,he/she/it flung,we flung,you flung,they flung
C1,Fling,Past Continuous,I was flinging,you were flinging,he/she/it was flinging,we were flinging,you were flinging,they were flinging
C1,Fling,Past Perfect Simple,I had flung,you had flung,he/she/it had flung,we had flung,you had flung,they had flung
C1,Fling,Past Perfect Continuous,I had been flinging,you had been flinging,he/she/it had been flinging,we had been flinging,you had been flinging,they had been flinging
C1,Fling,Future Simple,I will fling,you will fling,he/she/it will fling,we will fling,you will fling,they will fling
C1,Fling,Future Continuous,I will be flinging,you will be flinging,he/she/it will be flinging,we will be flinging,you will be flinging,they will be flinging
C1,Fling,Future Perfect Simple,I will have flung,you will have flung,he/she/it will have flung,we will have flung,you will have flung,they will have flung
C1,Fling,Future Perfect Continuous,I will have been flinging,you will have been flinging,he/she/it will have been flinging,we will have been flinging,you will have been flinging,they will have been flinging
C1,Fling,First Conditional,If I fling,you will fling,he/she/it will fling,we will fling,you will fling,they will fling
C1,Fling,Second Conditional,If I flung,you would fling,he/she/it would fling,we would fling,you would fling,they would fling
C1,Gainsay,Present Simple,I gainsay,you gainsay,he/she/it gainsays,we gainsay,you gainsay,they gainsay
C1,Gainsay,Present Continuous,I am gainsaying,you are gainsaying,he/she/it is gainsaying,we are gainsaying,you are gainsaying,they are gainsaying
C1,Gainsay,Present Perfect,I have gainsaid,you have gainsaid,he/she/it has gainsaid,we have gainsaid,you have gainsaid,they have gainsaid
C1,Gainsay,Present Perfect Continuous,I have been gainsaying,you have been gainsaying,he/she/it has been gainsaying,we have been gainsaying,you have been gainsaying,they have been gainsaying
C1,Gainsay,Past Simple,I gainsaid,you gainsaid,he/she/it gainsaid,we gainsaid,you gainsaid,they gainsaid
C1,Gainsay,Past Continuous,I was gainsaying,you were gainsaying,he/she/it was gainsaying,we were gainsaying,you were gainsaying,they were gainsaying
C1,Gainsay,Past Perfect Simple,I had gainsaid,you had gainsaid,he/she/it had gainsaid,we had gainsaid,you had gainsaid,they had gainsaid
C1,Gainsay,Past Perfect Continuous,I had been gainsaying,you had been gainsaying,he/she/it had been gainsaying,we had been gainsaying,you had been gainsaying,they had been gainsaying
C1,Gainsay,Future Simple,I will gainsay,you will gainsay,he/she/it will gainsay,we will gainsay,you will gainsay,they will gainsay
C1,Gainsay,Future Continuous,I will be gainsaying,you will be gainsaying,he/she/it will be gainsaying,we will be gainsaying,you will be gainsaying,they will be gainsaying
C1,Gainsay,Future Perfect Simple,I will have gainsaid,you will have gainsaid,he/she/it will have gainsaid,we will have gainsaid,you will have gainsaid,they will have gainsaid
C1,Gainsay,Future Perfect Continuous,I will have been gainsaying,you will have been gainsaying,he/she/it will have been gainsaying,we will have been gainsaying,you will have been gainsaying,they will have been gainsaying
C1,Gainsay,First Conditional,If I gainsay,you will gainsay,he/she/it will gainsay,we will gainsay,you will gainsay,they will gainsay
C1,Gainsay,Second Conditional,If I gainsaid,you would gainsay,he/she/it would gainsay,we would gainsay,you would gainsay,they would gainsay
C1,Grind,Present Simple,I grind,you grind,he/she/it grinds,we grind,you grind,they grind
C1,Grind,Present Continuous,I am grinding,you are grinding,he/she/it is grinding,we are grinding,you are grinding,they are grinding
C1,Grind,Present Perfect,I have ground,you have ground,he/she/it has ground,we have ground,you have ground,they have ground
C1,Grind,Present Perfect Continuous,I have been grinding,you have been grinding,he/she/it has been grinding,we have been grinding,you have been grinding,they have been grinding
C1,Grind,Past Simple,I ground,you ground,he/she/it ground,we ground,you ground,they ground
C1,Grind,Past Continuous,I was grinding,you were grinding,he/she/it was grinding,we were grinding,you were grinding,they were grinding
C1,Grind,Past Perfect Simple,I had ground,you had ground,he/she/it had ground,we had ground,you had ground,they had ground
C1,Grind,Past Perfect Continuous,I had been grinding,you had been grinding,he/she/it had been grinding,we had been grinding,you had been grinding,they had been grinding
C1,Grind,Future Simple,I will grind,you will grind,he/she/it will grind,we will grind,you will grind,they will grind
C1,Grind,Future Continuous,I will be grinding,you will be grinding,he/she/it will be grinding,we will be grinding,you will be grinding,they will be grinding
C1,Grind,Future Perfect Simple,I will have ground,you will have ground,he/she/it will have ground,we will have ground,you will have ground,they will have ground
C1,Grind,Future Perfect Continuous,I will have been grinding,you will have been grinding,he/she/it will have been grinding,we will have been grinding,you will have been grinding,they will have been grinding
C1,Grind,First Conditional,If I grind,you will grind,he/she/it will grind,we will grind,you will grind,they will grind
C1,Grind,Second Conditional,If I ground,you would grind,he/she/it would grind,we would grind,you would grind,they would grind
C1,Heave,Present Simple,I heave,you heave,he/she/it heaves,we heave,you heave,they heave
C1,Heave,Present Continuous,I am heaving,you are heaving,he/she/it is heaving,we are heaving,you are heaving,they are heaving
C1,Heave,Present Perfect,I have heaved,you have heaved,he/she/it has heaved,we have heaved,you have heaved,they have heaved
C1,Heave,Present Perfect Continuous,I have been heaving,you have been heaving,he/she/it has been heaving,we have been heaving,you have been heaving,they have been heaving
C1,Heave,Past Simple,I heaved,you heaved,he/she/it heaved,we heaved,you heaved,they heaved
C1,Heave,Past Continuous,I was heaving,you were heaving,he/she/it was heaving,we were heaving,you were heaving,they were heaving
C1,Heave,Past Perfect Simple,I had heaved,you had heaved,he/she/it had heaved,we had heaved,you had heaved,they had heaved
C1,Heave,Past Perfect Continuous,I had been heaving,you had been heaving,he/she/it had been heaving,we had been heaving,you had been heaving,they had been heaving
C1,Heave,Future Simple,I will heave,you will heave,he/she/it will heave,we will heave,you will heave,they will heave
C1,Heave,Future Continuous,I will be heaving,you will be heaving,he/she/it will be heaving,we will be heaving,you will be heaving,they will be heaving
C1,Heave,Future Perfect Simple,I will have heaved,you will have heaved,he/she/it will have heaved,we will have heaved,you will have heaved,they will have heaved
C1,Heave,Future Perfect Continuous,I will have been heaving,you will have been heaving,he/she/it will have been heaving,we will have been heaving,you will have been heaving,they will have been heaving
C1,Heave,First Conditional,If I heave,you will heave,he/she/it will heave,we will heave,you will heave,they will heave
C1,Heave,Second Conditional,If I heaved,you would heave,he/she/it would heave,we would heave,you would heave,they would heave
C1,Inlay,Present Simple,I inlay,you inlay,he/she/it inlays,we inlay,you inlay,they inlay
C1,Inlay,Present Continuous,I am inlaying,you are inlaying,he/she/it is inlaying,we are inlaying,you are inlaying,they are inlaying
C1,Inlay,Present Perfect,I have inlaid,you have inlaid,he/she/it has inlaid,we have inlaid,you have inlaid,they have inlaid
C1,Inlay,Present Perfect Continuous,I have been inlaying,you have been inlaying,he/she/it has been inlaying,we have been inlaying,you have been inlaying,they have been inlaying
C1,Inlay,Past Simple,I inlaid,you inlaid,he/she/it inlaid,we inlaid,you inlaid,they inlaid
C1,Inlay,Past Continuous,I was inlaying,you were inlaying,he/she/it was inlaying,we were inlaying,you were inlaying,they were inlaying
C1,Inlay,Past Perfect Simple,I had inlaid,you had inlaid,he/she/it had inlaid,we had inlaid,you had inlaid,they had inlaid
C1,Inlay,Past Perfect Continuous,I had been inlaying,you had been inlaying,he/she/it had been inlaying,we had been inlaying,you had been inlaying,they had been inlaying
C1,Inlay,Future Simple,I will inlay,you will inlay,he/she/it will inlay,we will inlay,you will inlay,they will inlay
C1,Inlay,Future Continuous,I will be inlaying,you will be inlaying,he/she/it will be inlaying,we will be inlaying,you will be inlaying,they will be inlaying
C1,Inlay,Future Perfect Simple,I will have inlaid,you will have inlaid,he/she/it will have inlaid,we will have inlaid,you will have inlaid,they will have inlaid
C1,Inlay,Future Perfect Continuous,I will have been inlaying,you will have been inlaying,he/she/it will have been inlaying,we will have been inlaying,you will have been inlaying,they will have been inlaying
C1,Inlay,First Conditional,If I inlay,you will inlay,he/she/it will inlay,we will inlay,you will inlay,they will inlay
C1,Inlay,Second Conditional,If I inlaid,you would inlay,he/she/it would inlay,we would inlay,you would inlay,they would inlay
C1,Dabble,Present Simple,I dabble,you dabble,he/she/it dabbles,we dabble,you dabble,they dabble
C1,Dabble,Present Continuous,I am dabbling,you are dabbling,he/she/it is dabbling,we are dabbling,you are dabbling,they are dabbling
C1,Dabble,Present Perfect,I have dabbled,you have dabbled,he/she/it has dabbled,we have dabbled,you have dabbled,they have dabbled
C1,Dabble,Present Perfect Continuous,I have been dabbling,you have been dabbling,he/she/it has been dabbling,we have been dabbling,you have been dabbling,they have been dabbling
C1,Dabble,Past Simple,I dabbled,you dabbled,he/she/it dabbled,we dabbled,you dabbled,they dabbled
C1,Dabble,Past Continuous,I was dabbling,you were dabbling,he/she/it was dabbling,we were dabbling,you were dabbling,they were dabbling
C1,Dabble,Past Perfect Simple,I had dabbled,you had dabbled,he/she/it had dabbled,we had dabbled,you had dabbled,they had dabbled
C1,Dabble,Past Perfect Continuous,I had been dabbling,you had been dabbling,he/she/it had been dabbling,we had been dabbling,you had been dabbling,they had been dabbling
C1,Dabble,Future Simple,I will dabble,you will dabble,he/she/it will dabble,we will dabble,you will dabble,they will dabble
C1,Dabble,Future Continuous,I will be dabbling,you will be dabbling,he/she/it will be dabbling,we will be dabbling,you will be dabbling,they will be dabbling
C1,Dabble,Future Perfect Simple,I will have dabbled,you will have dabbled,he/she/it will have dabbled,we will have dabbled,you will have dabbled,they will have dabbled
C1,Dabble,Future Perfect Continuous,I will have been dabbling,you will have been dabbling,he/she/it will have been dabbling,we will have been dabbling,you will have been dabbling,they will have been dabbling
C1,Dabble,First Conditional,If I dabble,you will dabble,he/she/it will dabble,we will dabble,you will dabble,they will dabble
C1,Dabble,Second Conditional,If I dabbled,you would dabble,he/she/it would dabble,we would dabble,you would dabble,they would dabble
C1,Daydream,Present Simple,I daydream,you daydream,he/she/it daydreams,we daydream,you daydream,they daydream
C1,Daydream,Present Continuous,I am daydreaming,you are daydreaming,he/she/it is daydreaming,we are daydreaming,you are daydreaming,they are daydreaming
C1,Daydream,Present Perfect,I have daydreamed,you have daydreamed,he/she/it has daydreamed,we have daydreamed,you have daydreamed,they have daydreamed
C1,Daydream,Present Perfect Continuous,I have been daydreaming,you have been daydreaming,he/she/it has been daydreaming,we have been daydreaming,you have been daydreaming,they have been daydreaming
C1,Daydream,Past Simple,I daydreamed,you daydreamed,he/she/it daydreamed,we daydreamed,you daydreamed,they daydreamed
C1,Daydream,Past Continuous,I was daydreaming,you were daydreaming,he/she/it was daydreaming,we were daydreaming,you were daydreaming,they were daydreaming
C1,Daydream,Past Perfect Simple,I had daydreamed,you had daydreamed,he/she/it had daydreamed,we had daydreamed,you had daydreamed,they had daydreamed
C1,Daydream,Past Perfect Continuous,I had been daydreaming,you had been daydreaming,he/she/it had been daydreaming,we had been daydreaming,you had been daydreaming,they had been daydreaming
C1,Daydream,Future Simple,I will daydream,you will daydream,he/she/it will daydream,we will daydream,you will daydream,they will daydream
C1,Daydream,Future Continuous,I will be daydreaming,you will be daydreaming,he/she/it will be daydreaming,we will be daydreaming,you will be daydreaming,they will be daydreaming
C1,Daydream,Future Perfect Simple,I will have daydreamed,you will have daydreamed,he/she/it will have daydreamed,we will have daydreamed,you will have daydreamed,they will have daydreamed
C1,Daydream,Future Perfect Continuous,I will have been daydreaming,you will have been daydreaming,he/she/it will have been daydreaming,we will have been daydreaming,you will have been daydreaming,they will have been daydreaming
C1,Daydream,First Conditional,If I daydream,you will daydream,he/she/it will daydream,we will daydream,you will daydream,they will daydream
C1,Daydream,Second Conditional,If I daydreamed,you would daydream,he/she/it would daydream,we would daydream,you would daydream,they would daydream
C1,Drift,Present Simple,I drift,you drift,he/she/it drifts,we drift,you drift,they drift
C1,Drift,Present Continuous,I am drifting,you are drifting,he/she/it is drifting,we are drifting,you are drifting,they are drifting
C1,Drift,Present Perfect,I have drifted,you have drifted,he/she/it has drifted,we have drifted,you have drifted,they have drifted
C1,Drift,Present Perfect Continuous,I have been drifting,you have been drifting,he/she/it has been drifting,we have been drifting,you have been drifting,they have been drifting
C1,Drift,Past Simple,I drifted,you drifted,he/she/it drifted,we drifted,you drifted,they drifted
C1,Drift,Past Continuous,I was drifting,you were drifting,he/she/it was drifting,we were drifting,you were drifting,they were drifting
C1,Drift,Past Perfect Simple,I had drifted,you had drifted,he/she/it had drifted,we had drifted,you had drifted,they had drifted
C1,Drift,Past Perfect Continuous,I had been drifting,you had been drifting,he/she/it had been drifting,we had been drifting,you had been drifting,they had been drifting
C1,Drift,Future Simple,I will drift,you will drift,he/she/it will drift,we will drift,you will drift,they will drift
C1,Drift,Future Continuous,I will be drifting,you will be drifting,he/she/it will be drifting,we will be drifting,you will be drifting,they will be drifting
C1,Drift,Future Perfect Simple,I will have drifted,you will have drifted,he/she/it will have drifted,we will have drifted,you will have drifted,they will have drifted
C1,Drift,Future Perfect Continuous,I will have been drifting,you will have been drifting,he/she/it will have been drifting,we will have been drifting,you will have been drifting,they will have been drifting
C1,Drift,First Conditional,If I drift,you will drift,he/she/it will drift,we will drift,you will drift,they will drift
C1,Drift,Second Conditional,If I drifted,you would drift,he/she/it would drift,we would drift,you would drift,they would drift
C1,Dwindle,Present Simple,I dwindle,you dwindle,he/she/it dwindles,we dwindle,you dwindle,they dwindle
C1,Dwindle,Present Continuous,I am dwindling,you are dwindling,he/she/it is dwindling,we are dwindling,you are dwindling,they are dwindling
C1,Dwindle,Present Perfect,I have dwindled,you have dwindled,he/she/it has dwindled,we have dwindled,you have dwindled,they have dwindled
C1,Dwindle,Present Perfect Continuous,I have been dwindling,you have been dwindling,he/she/it has been dwindling,we have been dwindling,you have been dwindling,they have been dwindling
C1,Dwindle,Past Simple,I dwindled,you dwindled,he/she/it dwindled,we dwindled,you dwindled,they dwindled
C1,Dwindle,Past Continuous,I was dwindling,you were dwindling,he/she/it was dwindling,we were dwindling,you were dwindling,they were dwindling
C1,Dwindle,Past Perfect Simple,I had dwindled,you had dwindled,he/she/it had dwindled,we had dwindled,you had dwindled,they had dwindled
C1,Dwindle,Past Perfect Continuous,I had been dwindling,you had been dwindling,he/she/it had been dwindling,we had been dwindling,you had been dwindling,they had been dwindling
C1,Dwindle,Future Simple,I will dwindle,you will dwindle,he/she/it will dwindle,we will dwindle,you will dwindle,they will dwindle
C1,Dwindle,Future Continuous,I will be dwindling,you will be dwindling,he/she/it will be dwindling,we will be dwindling,you will be dwindling,they will be dwindling
C1,Dwindle,Future Perfect Simple,I will have dwindled,you will have dwindled,he/she/it will have dwindled,we will have dwindled,you will have dwindled,they will have dwindled
C1,Dwindle,Future Perfect Continuous,I will have been dwindling,you will have been dwindling,he/she/it will have been dwindling,we will have been dwindling,you will have been dwindling,they will have been dwindling
C1,Dwindle,First Conditional,If I dwindle,you will dwindle,he/she/it will dwindle,we will dwindle,you will dwindle,they will dwindle
C1,Dwindle,Second Conditional,If I dwindled,you would dwindle,he/she/it would dwindle,we would dwindle,you would dwindle,they would dwindle
C1,Entail,Present Simple,I entail,you entail,he/she/it entails,we entail,you entail,they entail
C1,Entail,Present Continuous,I am entailing,you are entailing,he/she/it is entailing,we are entailing,you are entailing,they are entailing
C1,Entail,Present Perfect,I have entailed,you have entailed,he/she/it has entailed,we have entailed,you have entailed,they have entailed
C1,Entail,Present Perfect Continuous,I have been entailing,you have been entailing,he/she/it has been entailing,we have been entailing,you have been entailing,they have been entailing
C1,Entail,Past Simple,I entailed,you entailed,he/she/it entailed,we entailed,you entailed,they entailed
C1,Entail,Past Continuous,I was entailing,you were entailing,he/she/it was entailing,we were entailing,you were entailing,they were entailing
C1,Entail,Past Perfect Simple,I had entailed,you had entailed,he/she/it had entailed,we had entailed,you had entailed,they had entailed
C1,Entail,Past Perfect Continuous,I had been entailing,you had been entailing,he/she/it had been entailing,we had been entailing,you had been entailing,they had been entailing
C1,Entail,Future Simple,I will entail,you will entail,he/she/it will entail,we will entail,you will entail,they will entail
C1,Entail,Future Continuous,I will be entailing,you will be entailing,he/she/it will be entailing,we will be entailing,you will be entailing,they will be entailing
C1,Entail,Future Perfect Simple,I will have entailed,you will have entailed,he/she/it will have entailed,we will have entailed,you will have entailed,they will have entailed
C1,Entail,Future Perfect Continuous,I will have been entailing,you will have been entailing,he/she/it will have been entailing,we will have been entailing,you will have been entailing,they will have been entailing
C1,Entail,First Conditional,If I entail,you will entail,he/she/it will entail,we will entail,you will entail,they will entail
C1,Entail,Second Conditional,If I entailed,you would entail,he/she/it would entail,we would entail,you would entail,they would entail
C1,Forsake,Present Simple,I forsake,you forsake,he/she/it forsakes,we forsake,you forsake,they forsake
C1,Forsake,Present Continuous,I am forsaking,you are forsaking,he/she/it is forsaking,we are forsaking,you are forsaking,they are forsaking
C1,Forsake,Present Perfect,I have forsaken,you have forsaken,he/she/it has forsaken,we have forsaken,you have forsaken,they have forsaken
C1,Forsake,Present Perfect Continuous,I have been forsaking,you have been forsaking,he/she/it has been forsaking,we have been forsaking,you have been forsaking,they have been forsaking
C1,Forsake,Past Simple,I forsook,you forsook,he/she/it forsook,we forsook,you forsook,they forsook
C1,Forsake,Past Continuous,I was forsaking,you were forsaking,he/she/it was forsaking,we were forsaking,you were forsaking,they were forsaking
C1,Forsake,Past Perfect Simple,I had forsaken,you had forsaken,he/she/it had forsaken,we had forsaken,you had forsaken,they had forsaken
C1,Forsake,Past Perfect Continuous,I had been forsaking,you had been forsaking,he/she/it had been forsaking,we had been forsaking,you had been forsaking,they had been forsaking
C1,Forsake,Future Simple,I will forsake,you will forsake,he/she/it will forsake,we will forsake,you will forsake,they will forsake
C1,Forsake,Future Continuous,I will be forsaking,you will be forsaking,he/she/it will be forsaking,we will be forsaking,you will be forsaking,they will be forsaking
C1,Forsake,Future Perfect Simple,I will have forsaken,you will have forsaken,he/she/it will have forsaken,we will have forsaken,you will have forsaken,they will have forsaken
C1,Forsake,Future Perfect Continuous,I will have been forsaking,you will have been forsaking,he/she/it will have been forsaking,we will have been forsaking,you will have been forsaking,they will have been forsaking
C1,Forsake,First Conditional,If I forsake,you will forsake,he/she/it will forsake,we will forsake,you will forsake,they will forsake
C1,Forsake,Second Conditional,If I forsook,you would forsake,he/she/it would forsake,we would forsake,you would forsake,they would forsake
C1,Conceive,Present Simple,I conceive,you conceive,he/she/it conceives,we conceive,you conceive,they conceive
C1,Conceive,Present Continuous,I am conceiving,you are conceiving,he/she/it is conceiving,we are conceiving,you are conceiving,they are conceiving
C1,Conceive,Present Perfect,I have conceived,you have conceived,he/she/it has conceived,we have conceived,you have conceived,they have conceived
C1,Conceive,Present Perfect Continuous,I have been conceiving,you have been conceiving,he/she/it has been conceiving,we have been conceiving,you have been conceiving,they have been conceiving
C1,Conceive,Past Simple,I conceived,you conceived,he/she/it conceived,we conceived,you conceived,they conceived
C1,Conceive,Past Continuous,I was conceiving,you were conceiving,he/she/it was conceiving,we were conceiving,you were conceiving,they were conceiving
C1,Conceive,Past Perfect Simple,I had conceived,you had conceived,he/she/it had conceived,we had conceived,you had conceived,they had conceived
C1,Conceive,Past Perfect Continuous,I had been conceiving,you had been conceiving,he/she/it had been conceiving,we had been conceiving,you had been conceiving,they had been conceiving
C1,Conceive,Future Simple,I will conceive,you will conceive,he/she/it will conceive,we will conceive,you will conceive,they will conceive
C1,Conceive,Future Continuous,I will be conceiving,you will be conceiving,he/she/it will be conceiving,we will be conceiving,you will be conceiving,they will be conceiving
C1,Conceive,Future Perfect Simple,I will have conceived,you will have conceived,he/she/it will have conceived,we will have conceived,you will have conceived,they will have conceived
C1,Conceive,Future Perfect Continuous,I will have been conceiving,you will have been conceiving,he/she/it will have been conceiving,we will have been conceiving,you will have been conceiving,they will have been conceiving
C1,Conceive,First Conditional,If I conceive,you will conceive,he/she/it will conceive,we will conceive,you will conceive,they will conceive
C1,Conceive,Second Conditional,If I conceived,you would conceive,he/she/it would conceive,we would conceive,you would conceive,they would conceive
C1,Espouse,Present Simple,I espouse,you espouse,he/she/it espouses,we espouse,you espouse,they espouse
C1,Espouse,Present Continuous,I am espousing,you are espousing,he/she/it is espousing,we are espousing,you are espousing,they are espousing
C1,Espouse,Present Perfect,I have espoused,you have espoused,he/she/it has espoused,we have espoused,you have espoused,they have espoused
C1,Espouse,Present Perfect Continuous,I have been espousing,you have been espousing,he/she/it has been espousing,we have been espousing,you have been espousing,they have been espousing
C1,Espouse,Past Simple,I espoused,you espoused,he/she/it espoused,we espoused,you espoused,they espoused
C1,Espouse,Past Continuous,I was espousing,you were espousing,he/she/it was espousing,we were espousing,you were espousing,they were espousing
C1,Espouse,Past Perfect Simple,I had espoused,you had espoused,he/she/it had espoused,we had espoused,you had espoused,they had espoused
C1,Espouse,Past Perfect Continuous,I had been espousing,you had been espousing,he/she/it had been espousing,we had been espousing,you had been espousing,they had been espousing
C1,Espouse,Future Simple,I will espouse,you will espouse,he/she/it will espouse,we will espouse,you will espouse,they will espouse
C1,Espouse,Future Continuous,I will be espousing,you will be espousing,he/she/it will be espousing,we will be espousing,you will be espousing,they will be espousing
C1,Espouse,Future Perfect Simple,I will have espoused,you will have espoused,he/she/it will have espoused,we will have espoused,you will have espoused,they will have espoused
C1,Espouse,Future Perfect Continuous,I will have been espousing,you will have been espousing,he/she/it will have been espousing,we will have been espousing,you will have been espousing,they will have been espousing
C1,Espouse,First Conditional,If I espouse,you will espouse,he/she/it will espouse,we will espouse,you will espouse,they will espouse
C1,Espouse,Second Conditional,If I espoused,you would espouse,he/she/it would espouse,we would espouse,you would espouse,they would espouse
C1,Unbind,Present Simple,I unbind,you unbind,he/she/it unbinds,we unbind,you unbind,they unbind
C1,Unbind,Present Continuous,I am unbinding,you are unbinding,he/she/it is unbinding,we are unbinding,you are unbinding,they are unbinding
C1,Unbind,Present Perfect,I have unbound,you have unbound,he/she/it has unbound,we have unbound,you have unbound,they have unbound
C1,Unbind,Present Perfect Continuous,I have been unbinding,you have been unbinding,he/she/it has been unbinding,we have been unbinding,you have been unbinding,they have been unbinding
C1,Unbind,Past Simple,I unbound,you unbound,he/she/it unbound,we unbound,you unbound,they unbound
C1,Unbind,Past Continuous,I was unbinding,you were unbinding,he/she/it was unbinding,we were unbinding,you were unbinding,they were unbinding
C1,Unbind,Past Perfect Simple,I had unbound,you had unbound,he/she/it had unbound,we had unbound,you had unbound,they had unbound
C1,Unbind,Past Perfect Continuous,I had been unbinding,you had been unbinding,he/she/it had been unbinding,we had been unbinding,you had been unbinding,they had been unbinding
C1,Unbind,Future Simple,I will unbind,you will unbind,he/she/it will unbind,we will unbind,you will unbind,they will unbind
C1,Unbind,Future Continuous,I will be unbinding,you will be unbinding,he/she/it will be unbinding,we will be unbinding,you will be unbinding,they will be unbinding
C1,Unbind,Future Perfect Simple,I will have unbound,you will have unbound,he/she/it will have unbound,we will have unbound,you will have unbound,they will have unbound
C1,Unbind,Future Perfect Continuous,I will have been unbinding,you will have been unbinding,he/she/it will have been unbinding,we will have been unbinding,you will have been unbinding,they will have been unbinding
C1,Unbind,First Conditional,If I unbind,you will unbind,he/she/it will unbind,we will unbind,you will unbind,they will unbind
C1,Unbind,Second Conditional,If I unbound,you would unbind,he/she/it would unbind,we would unbind,you would unbind,they would unbind
C1,Undo,Present Simple,I undo,you undo,he/she/it undoes,we undo,you undo,they undo
C1,Undo,Present Continuous,I am undoing,you are undoing,he/she/it is undoing,we are undoing,you are undoing,they are undoing
C1,Undo,Present Perfect,I have undone,you have undone,he/she/it has undone,we have undone,you have undone,they have undone
C1,Undo,Present Perfect Continuous,I have been undoing,you have been undoing,he/she/it has been undoing,we have been undoing,you have been undoing,they have been undoing
C1,Undo,Past Simple,I undid,you undid,he/she/it undid,we undid,you undid,they undid
C1,Undo,Past Continuous,I was undoing,you were undoing,he/she/it was undoing,we were undoing,you were undoing,they were undoing
C1,Undo,Past Perfect Simple,I had undone,you had undone,he/she/it had undone,we had undone,you had undone,they had undone
C1,Undo,Past Perfect Continuous,I had been undoing,you had been undoing,he/she/it had been undoing,we had been undoing,you had been undoing,they had been undoing
C1,Undo,Future Simple,I will undo,you will undo,he/she/it will undo,we will undo,you will undo,they will undo
C1,Undo,Future Continuous,I will be undoing,you will be undoing,he/she/it will be undoing,we will be undoing,you will be undoing,they will be undoing
C1,Undo,Future Perfect Simple,I will have undone,you will have undone,he/she/it will have undone,we will have undone,you will have undone,they will have undone
C1,Undo,Future Perfect Continuous,I will have been undoing,you will have been undoing,he/she/it will have been undoing,we will have been undoing,you will have been undoing,they will have been undoing
C1,Undo,First Conditional,If I undo,you will undo,he/she/it will undo,we will undo,you will undo,they will undo
C1,Undo,Second Conditional,If I undid,you would undo,he/she/it would undo,we would undo,you would undo,they would undo
C1,Unwind,Present Simple,I unwind,you unwind,he/she/it unwinds,we unwind,you unwind,they unwind
C1,Unwind,Present Continuous,I am unwinding,you are unwinding,he/she/it is unwinding,we are unwinding,you are unwinding,they are unwinding
C1,Unwind,Present Perfect,I have unwound,you have unwound,he/she/it has unwound,we have unwound,you have unwound,they have unwound
C1,Unwind,Present Perfect Continuous,I have been unwinding,you have been unwinding,he/she/it has been unwinding,we have been unwinding,you have been unwinding,they have been unwinding
C1,Unwind,Past Simple,I unwound,you unwound,he/she/it unwound,we unwound,you unwound,they unwound
C1,Unwind,Past Continuous,I was unwinding,you were unwinding,he/she/it was unwinding,we were unwinding,you were unwinding,they were unwinding
C1,Unwind,Past Perfect Simple,I had unwound,you had unwound,he/she/it had unwound,we had unwound,you had unwound,they had unwound
C1,Unwind,Past Perfect Continuous,I had been unwinding,you had been unwinding,he/she/it had been unwinding,we had been unwinding,you had been unwinding,they had been unwinding
C1,Unwind,Future Simple,I will unwind,you will unwind,he/she/it will unwind,we will unwind,you will unwind,they will unwind
C1,Unwind,Future Continuous,I will be unwinding,you will be unwinding,he/she/it will be unwinding,we will be unwinding,you will be unwinding,they will be unwinding
C1,Unwind,Future Perfect Simple,I will have unwound,you will have unwound,he/she/it will have unwound,we will have unwound,you will have unwound,they will have unwound
C1,Unwind,Future Perfect Continuous,I will have been unwinding,you will have been unwinding,he/she/it will have been unwinding,we will have been unwinding,you will have been unwinding,they will have been unwinding
C1,Unwind,First Conditional,If I unwind,you will unwind,he/she/it will unwind,we will unwind,you will unwind,they will unwind
C1,Unwind,Second Conditional,If I unwound,you would unwind,he/she/it would unwind,we would unwind,you would unwind,they would unwind
C1,Uphold,Present Simple,I uphold,you uphold,he/she/it upholds,we uphold,you uphold,they uphold
C1,Uphold,Present Continuous,I am upholding,you are upholding,he/she/it is upholding,we are upholding,you are upholding,they are upholding
C1,Uphold,Present Perfect,I have upheld,you have upheld,he/she/it has upheld,we have upheld,you have upheld,they have upheld
